title,home,codes,keywords,classification,subjects
Substantia,https://riviste.fupress.net/index.php/subs,subs,"chemistry, chemical theories, chemical knowledge, chemical history",D|QD1-999,History (General) and history of Europe | Science: Chemistry
Substantive Justice International Journal of Law,https://substantivejustice.id/index.php/sucila,sucila,"human rights, international law, criminal law, private law, public law, constitutional law",K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence
Social Work and Society,https://ejournals.bib.uni-wuppertal.de/index.php/sws,sws,"social work, social policy, critical social theory, social care, education",L,Education
Signo y Pensamiento,http://revistas.javeriana.edu.co/index.php/signoypensamiento,syp,"information, media",P87-96,Language and Literature: Philology. Linguistics: Communication. Mass media
Proceedings,https://proceedings-szmc.org.pk/index.php/szmc,szmc,"medicine, public health, surgery, healthcare, medical education, nursing management",R,Medicine
Age of Human Rights Journal,http://revistaselectronicas.ujaen.es/index.php/TAHRJ,tahrj,law,K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence
Theory and Practice of Second Language Acquisition,https://journals.us.edu.pl/index.php/TAPSLA,tapsla,"language acquisition, multilingualism, linguistics, foreign language learning, language education, bilingualism",LB5-3640,Education: Theory and practice of education
Tropical Animal Science Journal,https://journal.ipb.ac.id/index.php/tasj,tasj,"tropical animal science, feed science, feed nutrition, animal genetics, animal production, animal products",SF1-1100,Agriculture: Animal culture
Transnational Curriculum Inquiry,http://ojs.library.ubc.ca/index.php/tci,tci,globalization,LC8-6691,Education: Special aspects of education
The Journal for Transdisciplinary Research in Southern Africa,https://td-sa.net/index.php/td,td,"natural sciences, human sciences",Q|H,Social Sciences
Ho Chi Minh City Open University Journal of Science - Engineering and Technology,https://journalofscience.ou.edu.vn/index.php/tech-en,techen,"biotechnology, enviromental biology, food biology, molecular biology, construction, mechanics of materials",TP248.13-248.65,Technology: Chemical technology: Biotechnology
Tạp chí Khoa học Đại học Mở Thành phố Hồ Chí Minh - Kỹ thuật và Công nghệ,https://journalofscience.ou.edu.vn/index.php/tech-vi,techvi,"biotechnology, food biology, molecular biology, environmental biology, construction, mechanics of materials",TP248.13-248.65,Technology: Chemical technology: Biotechnology
Transactions on Environment and Electrical Engineering,https://teee.eu/index.php/TEEE,teee,"electrical engineering, environment, renewables, power system, environment protection",TK1-9971|GE1-350,Technology: Electrical engineering. Electronics. Nuclear engineering | Geography. Anthropology. Recreation: Environmental sciences
Teknosastik: Jurnal Bahasa dan Sastra,https://ejurnal.teknokrat.ac.id/index.php/teknosastik,teknosastik,"linguistics, literature, english education, english, indonesian",P,Language and Literature
Irish Journal of Technology Enhanced Learning,http://journal.ilta.ie/index.php/telji,telji,"digital learning, learning technology, educational technology",LC8-6691,Education: Special aspects of education
Tell-us Journal,https://ejournal.upgrisba.ac.id/index.php/tell-us,tellus,"literature, linguistics, english studies",P,Language and Literature
Teacher Education through Flexible Learning in Africa,https://upjournals.up.ac.za/index.php/tetfle,tetfle,"teacher education, distance education, open distance learning, developing context, flexible learning, pedagogy",LB5-3640,Education: Theory and practice of education
Transformation in Higher Education,https://thejournal.org.za/index.php/thejournal,thejournal,"higher education, teaching and learning",LB5-3640,Education: Theory and practice of education
The Thinker,https://journals.uj.ac.za/index.php/The_Thinker,thethinker,"african politics, african cultural studies, african literature, african sociology, african studies, african anthropology",H,Social Sciences
Three Seas Economic Journal,http://www.baltijapublishing.lv/index.php/threeseas,threeseas,"economics, national economy, transport infrastructure, digital communications, transportation, management",H,Social Sciences
TH Wildau Engineering and Natural Sciences Proceedings,https://www.tib-op.org/ojs/index.php/th-wildau-ensp,thwildauensp,"proceedings, science, engineering",TA170-171|Q1-390,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Science: Science (General)
Jurnal Teknologi Informasi dan Pendidikan,http://tip.ppj.unp.ac.id/index.php/tip/home,tip,"learning media, technology, virtual learning environment, software engineering, internet of things, vr/ar",T58.5-58.64,Technology: Technology (General): Industrial engineering. Management engineering: Information technology
The Journal of Engineering Research,https://journals.squ.edu.om/index.php/tjer,tjer,"engineering, applied engineering, theoretical engineering, engineering research",TA1-2040,Technology: Engineering (General). Civil engineering (General)
Transdisciplinary Journal of Engineering & Science,http://atlas-tjes.org/index.php/tjes,tjes,"sustainable development, global challenges, complex societal problems, social innovation, technological change, transdisciplinarity",T|H,Technology | Social Sciences
Thai Journal of Obstetrics and Gynaecology,http://www.tci-thaijo.org/index.php/tjog,tjog,"thai journal, gynecology, obstetrics",RG1-991,Medicine: Gynecology and obstetrics
To Chemistry Journal,http://purkh.com/index.php/tochem,tochem,"chemistry, chemical sciences",QD1-999,Science: Chemistry
Transcultural Studies,https://heiup.uni-heidelberg.de/journals/index.php/transcultural,transcultural,"cross-cultural studies, transcultural studies, global studies",H,Social Sciences
Translation and Interpreting : the International Journal of Translation and Interpreting Research,http://trans-int.org/index.php/transint,transint,"translation studies, translating and interpreting",P306-310,Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar: Translating and interpreting
Translation,https://openjournals.utoledo.edu/index.php/translation,translation,"medicine, evidence-based medicine, targeted therapy, clinical medicine, preclinical medicine",R5-920,Medicine: Medicine (General)
Transmotion,https://journals.kent.ac.uk/index.php/transmotion,transmotion,"indigenous studies, indigenous people, cultural studies, postmodernism, first nations people",PN1-6790|HM401-1281,Language and Literature: Literature (General) | Social Sciences: Sociology (General)
Transversal: International Journal for the Historiography of Science,https://periodicos.ufmg.br/index.php/transversal,transversal,"historiography of science, history of science, philosophy of science",D1-2009|B1-5802|Q1-390,History (General) and history of Europe: History (General) | Philosophy. Psychology. Religion: Philosophy (General) | Science: Science (General)
Transylvanian Review of Administrative Sciences,http://www.rtsa.ro/tras/index.php/tras,tras,"public administration, public management, public policy",JF20-2112,Political science: Political institutions and public administration (General)
Town and Regional Planning,http://journals.ufs.ac.za/index.php/trp,trp,"urban planning, regional planning, town planning",GF125|HT101-395,Geography. Anthropology. Recreation: Human ecology. Anthropogeography: Settlements: Cities. Urban geography | Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology
Torun International Studies,http://wydawnictwoumk.pl/czasopisma/index.php/TSM,tsm,"international relations, international politics, international law, international security, international economic relations, geopolitics",J|JZ2-6530,Political science: International relations
Theologia Viatorum,https://theologiaviatorum.org/index.php/tv,tv,"theology, religion, pilgrims, african religions",BV1-5099|BT10-1480,Philosophy. Psychology. Religion: Practical Theology | Philosophy. Psychology. Religion: Doctrinal Theology
Texas Water Journal,https://twj-ojs-tdl.tdl.org/twj/index.php/twj,twj,"texas water policy, texas water law, water resources, water engineering",TD201-500,Technology: Environmental technology. Sanitary engineering: Water supply for domestic and industrial purposes
University of Chitral Journal of Linguistics and Literature,https://jll.uoch.edu.pk/index.php/journal10,ucjll,"literature, linguistics, language",PR1-9680|P101-410,Language and Literature: English literature | Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar
UMT Education Review,https://journals.umt.edu.pk/index.php/uer,uer,"curriculum, education, educational leadership, educational management",L,Education
UHD Journal of Science and Technology,http://journals.uhd.edu.iq/index.php/uhdjst,uhdjst,"medecine, engineering, technology, applied science",Q,Science
Urology Journal,http://journals.sbmu.ac.ir/urolj/index.php/uj,uj,"kidney transplantation, nephrology, original research papers, case report, urology",RC870-923,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology
Udayana Journal of Law and Culture,https://ojs.unud.ac.id/index.php/UJLC,ujlc,"law, culture, sociology, social sciences, anthropology",K|H,Law | Social Sciences
Upsala Journal of Medical Sciences,https://ujms.net/index.php/ujms,ujms,"medicine, clinical medicine",R,Medicine
Undergraduate Journal of Service Learning and Community-Based Research,https://ujslcbr.org/index.php/ujslcbr,ujslcbr,"undergraduate research, service learning, community-based research",H|Q,Social Sciences
U Karst,http://ojs.unik-kediri.ac.id/index.php/ukarst,ukarst,"compressive strength, concrete, foundation, soil, coarse aggregate, shear strength",TH1-9745,Technology: Building construction
UKH Journal of Science and Engineering,https://journals.ukh.edu.krd/index.php/ukhjse,ukhjse,"engineering, technology, medical science, applied science",T|Q,Technology | Science
UKH Journal of Social Sciences,https://journals.ukh.edu.krd/index.php/ukhjss,ukhjss,"humanities, political science, linguistics, education, geography",H,Social Sciences
University of Sindh Journal of Information and Communication Technology,http://sujo.usindh.edu.pk/index.php/USJICT,usjict,"information technology, software engineering, telecommunications, computer science",T58.5-58.64|QA75.5-76.95,Technology: Technology (General): Industrial engineering. Management engineering: Information technology | Science: Mathematics: Instruments and machines: Electronic computers. Computer science
